student_id,age,gender,state,urban_rural,family_income,12th_stream,10th_percentage,12th_percentage,school_board,school_tier,JEE_Main_percentile,JEE_Advanced_rank,NEET_percentile,NEET_rank,CUET_score,logical_reasoning,quantitative_ability,verbal_ability,abstract_reasoning,spatial_reasoning,interest_technology,interest_healthcare,interest_business,interest_creative_arts,interest_social_service,interest_research,leadership,teamwork,creativity,analytical_thinking,communication,preferred_location,budget_constraint_lakhs,career_goal_timeline,work_preference,risk_tolerance,has_sports,has_cultural,volunteering_hours,num_certifications,num_projects,career_path_year1,career_trajectory,career_year2,career_year3,career_year4,career_year5
STU_001755,17,Female,Rajasthan,Urban,5-10 Lakhs,Science-PCM,72.34,70.43,CBSE,Tier 3,46.91,,,,380.0,5.9,7.8,7.3,6.5,6.7,3.6,2.2,4.7,1.9,4.4,3.4,2.8,2.5,3.5,3.3,4.5,Nearby States,10,5 years,Job,Medium,True,True,10,2,1,Electronics Engineering,"['Electronics Engineering', 'Electronics Engineering', 'Junior Professional', 'Professional', 'Senior Professional']",Electronics Engineering,Junior Professional,Professional,Senior Professional
STU_001756,17,Male,Bihar,Rural,10-20 Lakhs,Commerce,64.62,68.73,State Board,Tier 3,,,,,,7.6,7.6,4.4,6.4,4.1,2.9,2.6,4.2,3.1,3.0,2.1,2.8,2.3,3.7,3.6,4.2,Nearby States,5,5 years,Business,Medium,False,False,20,0,1,BBA,"['BBA', 'Management Trainee', 'Business Analyst', 'Business Analyst', 'Senior Manager']",Management Trainee,Business Analyst,Business Analyst,Senior Manager
STU_001757,16,Male,Telangana,Semi-Urban,5-10 Lakhs,Science-PCB,82.55,77.48,State Board,Tier 3,,,,,650.0,6.2,6.8,8.0,7.4,4.9,4.0,2.3,2.9,3.5,1.7,2.9,3.3,3.2,3.9,2.9,4.2,Pan India,15,6+ years,Research,Low,False,True,0,3,1,MBBS,"['MBBS', 'MBBS', 'Resident Doctor', 'Senior Resident', 'Senior Resident', 'Consultant']",MBBS,Resident Doctor,Senior Resident,Senior Resident
STU_001758,16,Female,Telangana,Urban,<5 Lakhs,Science-PCM,60.0,79.83,CBSE,Tier 3,64.45,,,,559.0,5.6,8.0,6.0,8.5,5.2,5.0,1.4,3.3,2.1,3.1,1.3,2.1,3.0,2.4,3.0,1.8,Pan India,2,4 years,Business,Low,True,True,0,0,0,Data Science,"['Data Science', 'Data Analyst', 'Data Scientist', 'ML Engineer']",Data Analyst,Data Scientist,ML Engineer,ML Engineer
STU_001759,18,Male,Andhra Pradesh,Urban,5-10 Lakhs,Science-PCB,79.37,75.28,CBSE,Tier 2,,,50.0,1000000.0,,6.4,5.1,7.3,5.6,4.5,4.7,3.4,3.0,5.0,1.3,1.6,2.6,3.7,3.7,2.6,2.1,Home State,15,5 years,Job,High,False,False,10,2,1,Nursing,"['Nursing', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_001760,18,Male,Rajasthan,Urban,<5 Lakhs,Science-PCB,80.84,95.99,ICSE,Tier 3,,,78.26,434799.0,,8.9,7.4,4.8,5.3,4.5,4.2,5.0,3.0,4.1,3.9,3.1,3.6,3.7,4.2,1.8,3.7,Pan India,2,4 years,Job,Medium,True,True,20,0,3,Veterinary Science,"['Veterinary Science', 'Veterinary Science', 'Veterinary Science', 'Professional']",Veterinary Science,Veterinary Science,Professional,Professional
STU_001761,16,Female,Andhra Pradesh,Urban,20-50 Lakhs,Science-PCMB,75.4,81.27,CBSE,Tier 2,60.65,,70.0,600000.0,,6.7,5.5,7.0,5.0,5.4,3.4,4.7,3.9,1.0,2.7,2.4,2.8,3.5,4.3,2.5,3.6,Home State,5,4 years,Job,High,False,False,0,0,3,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'ML Engineer']",Software Engineer,Data Scientist,ML Engineer,ML Engineer
STU_001762,17,Male,Kerala,Semi-Urban,5-10 Lakhs,Science-PCM,77.91,92.56,State Board,Tier 1,,,,,525.0,6.4,5.7,8.5,8.8,6.1,4.8,3.1,3.2,3.0,2.1,4.7,4.0,2.8,3.5,3.5,4.0,Home State,5,4 years,Job,Medium,False,True,20,1,1,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_001763,17,Male,Maharashtra,Semi-Urban,5-10 Lakhs,Science-PCM,69.75,74.61,State Board,Tier 2,,,,,,7.5,10.0,8.3,4.9,5.6,4.3,1.6,2.9,3.6,4.8,2.7,3.2,3.9,1.5,2.9,2.6,Home State,20,5 years,Research,Low,True,True,50,0,1,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_001764,18,Male,Haryana,Urban,5-10 Lakhs,Science-PCM,69.03,77.42,ICSE,Tier 2,68.38,,,,485.0,8.3,8.2,6.2,3.9,5.7,3.2,2.2,4.1,2.1,2.2,1.2,3.1,4.2,2.6,4.4,4.3,Nearby States,10,5 years,Business,High,True,True,20,2,2,Civil Engineering,"['Civil Engineering', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_001765,18,Male,Kerala,Semi-Urban,<5 Lakhs,Commerce,71.54,75.5,ICSE,Tier 2,,,,,,7.1,7.5,4.9,9.0,5.0,2.0,3.6,4.3,4.9,2.6,3.7,2.5,4.0,4.9,5.0,2.8,Home State,2,6+ years,Job,Low,False,True,10,2,1,B.Com,"['B.Com', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional', 'Senior Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_001766,16,Female,Karnataka,Rural,<5 Lakhs,Science-PCMB,89.67,95.55,CBSE,Tier 3,,,73.16,536800.0,,7.2,7.5,6.9,4.9,6.9,3.0,1.0,3.3,1.9,2.7,2.7,1.8,4.8,2.6,4.4,2.8,Home State,5,5 years,Job,Medium,False,True,50,0,2,Environmental Science,"['Environmental Science', 'Entry Level', 'Entry Level', 'Professional', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_001767,16,Male,Punjab,Urban,5-10 Lakhs,Arts,75.5,76.13,State Board,Tier 2,,,,,448.0,7.6,7.4,5.4,8.3,8.5,1.7,2.9,3.4,2.2,1.0,1.8,4.2,2.7,2.6,3.4,3.4,Pan India,20,5 years,Job,Low,True,True,20,1,0,Fine Arts,"['Fine Arts', 'Fine Arts', 'Junior Professional', 'Professional', 'Senior Professional']",Fine Arts,Junior Professional,Professional,Senior Professional
STU_001768,18,Female,Kerala,Semi-Urban,5-10 Lakhs,Commerce,75.88,68.74,State Board,Tier 1,,,,,,7.3,4.3,5.0,7.6,7.8,2.7,4.1,1.8,2.4,1.1,2.3,4.7,3.5,2.9,2.7,3.1,Home State,2,6+ years,Research,High,False,False,0,1,0,BBA,"['BBA', 'Management Trainee', 'Business Analyst', 'Manager', 'Senior Manager', 'Senior Manager']",Management Trainee,Business Analyst,Manager,Senior Manager
STU_001769,16,Male,Tamil Nadu,Semi-Urban,10-20 Lakhs,Commerce,85.06,89.14,State Board,Tier 1,,,,,452.0,4.8,7.5,5.8,5.8,7.6,3.9,2.8,3.1,1.0,3.3,2.6,2.8,4.8,4.0,3.5,3.8,Pan India,5,5 years,Job,Medium,False,True,0,1,0,CA,"['CA', 'Articleship', 'Qualified CA', 'Qualified CA', 'Qualified CA']",Articleship,Qualified CA,Qualified CA,Qualified CA
STU_001770,16,Male,Delhi,Urban,10-20 Lakhs,Arts,86.24,71.62,ICSE,Tier 3,,,,,750.0,5.9,7.8,6.1,2.9,8.1,4.7,3.4,2.7,2.8,1.0,1.5,4.6,3.9,1.3,2.5,1.7,Home State,15,4 years,Job,Medium,True,False,0,1,2,Mass Communication,"['Mass Communication', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001771,16,Male,Karnataka,Urban,>50 Lakhs,Commerce,63.99,66.71,State Board,Tier 2,,,,,,5.9,6.4,6.7,6.4,5.5,2.5,2.5,3.0,1.0,2.2,2.9,2.5,4.5,3.5,2.5,3.0,Home State,15,4 years,Job,Low,False,True,100,5,2,Economics,"['Economics', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001772,17,Male,Telangana,Urban,<5 Lakhs,Science-PCM,71.03,60.0,State Board,Tier 2,,,,,476.0,4.5,7.8,5.6,4.8,7.2,3.0,3.3,4.4,3.0,2.0,3.2,1.0,4.1,2.4,3.4,3.4,Home State,10,4 years,Job,Low,True,True,0,0,1,Civil Engineering,"['Civil Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001773,18,Male,Gujarat,Urban,20-50 Lakhs,Science-PCB,78.4,78.84,State Board,Tier 2,,,62.7,746000.0,,10.0,6.4,4.0,5.4,3.5,3.6,2.6,2.4,1.4,3.7,2.5,3.2,3.6,3.3,3.0,4.8,Nearby States,15,6+ years,Research,High,False,False,10,2,1,Nursing,"['Nursing', 'Nursing', 'Junior Professional', 'Professional', 'Senior Professional', 'Lead Professional']",Nursing,Junior Professional,Professional,Senior Professional
STU_001774,16,Male,Gujarat,Rural,10-20 Lakhs,Commerce,97.36,69.64,State Board,Tier 2,,,,,,3.1,6.3,5.6,4.1,5.3,4.0,2.8,3.0,4.3,1.6,3.2,2.9,4.8,4.1,4.6,4.0,Nearby States,15,4 years,Business,Low,False,True,20,3,0,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_001775,17,Female,West Bengal,Semi-Urban,5-10 Lakhs,Arts,70.09,76.26,ICSE,Tier 1,,,,,,2.5,2.8,6.7,8.2,7.8,2.7,4.9,3.0,1.6,2.0,2.8,1.0,4.3,1.3,3.1,4.3,Pan India,10,5 years,Government,Medium,False,False,10,3,2,BA Journalism,"['BA Journalism', 'BA Journalism', 'BA Journalism', 'Professional', 'Senior Professional']",BA Journalism,BA Journalism,Professional,Senior Professional
STU_001776,16,Male,Karnataka,Urban,>50 Lakhs,Science-PCB,74.79,76.27,CBSE,Tier 2,,,,,393.0,4.5,8.6,6.4,2.6,1.0,3.3,2.2,3.2,3.1,2.5,1.8,3.9,2.6,4.4,3.9,2.8,Home State,20,4 years,Research,Low,False,True,10,0,0,B.Sc Biology,"['B.Sc Biology', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001777,18,Female,Andhra Pradesh,Semi-Urban,10-20 Lakhs,Science-PCMB,74.17,87.64,ICSE,Tier 1,,,77.05,459000.0,,1.9,5.6,4.4,7.6,7.0,4.7,1.0,3.4,3.2,1.0,1.1,4.9,4.1,2.8,4.4,2.3,Pan India,10,4 years,Job,High,True,False,10,1,1,B.Pharm,"['B.Pharm', 'Pharmacist', 'Pharmacist', 'Senior Pharmacist']",Pharmacist,Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_001778,18,Female,Maharashtra,Semi-Urban,10-20 Lakhs,Science-PCB,85.43,60.0,ICSE,Tier 3,,,50.0,1000000.0,,5.9,6.5,7.9,8.8,4.0,3.6,4.7,3.0,3.1,2.8,5.0,3.7,5.0,4.9,3.1,3.7,Home State,10,5 years,Research,Low,True,False,0,3,1,Nursing,"['Nursing', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_001779,16,Male,Telangana,Rural,<5 Lakhs,Science-PCMB,83.53,89.87,CBSE,Tier 2,58.01,,,,,6.7,8.2,4.8,3.6,3.0,4.6,2.9,4.6,1.0,2.6,3.9,2.2,4.1,2.1,2.4,3.5,Home State,2,5 years,Job,Medium,False,True,10,0,2,MBBS,"['MBBS', 'Junior Doctor', 'Resident Doctor', 'Resident Doctor', 'Specialist']",Junior Doctor,Resident Doctor,Resident Doctor,Specialist
STU_001780,17,Female,Punjab,Rural,<5 Lakhs,Science-PCM,81.73,82.17,CBSE,Tier 1,65.68,,,,,9.7,5.2,5.9,4.8,4.2,2.8,2.0,3.4,2.0,1.9,2.0,2.4,3.3,5.0,3.7,4.0,Nearby States,5,5 years,Job,Medium,False,True,0,1,3,Data Science,"['Data Science', 'Data Analyst', 'Data Analyst', 'ML Engineer', 'ML Engineer']",Data Analyst,Data Analyst,ML Engineer,ML Engineer
STU_001781,17,Male,Tamil Nadu,Semi-Urban,<5 Lakhs,Science-PCM,68.08,61.8,State Board,Tier 2,45.0,,,,,5.4,5.8,5.1,3.8,4.3,3.7,5.0,4.3,3.6,4.9,3.2,4.0,3.7,3.7,1.9,3.1,Home State,2,4 years,Job,Medium,True,False,0,0,0,AI/ML Engineering,"['AI/ML Engineering', 'AI/ML Engineering', 'AI Researcher', 'Senior ML Engineer']",AI/ML Engineering,AI Researcher,Senior ML Engineer,Senior ML Engineer
STU_001782,18,Female,Rajasthan,Rural,5-10 Lakhs,Science-PCM,73.77,75.9,CBSE,Tier 3,50.18,,,,,4.2,7.8,4.9,8.1,5.6,3.1,1.9,2.9,3.3,1.6,3.5,2.0,4.2,3.3,2.8,3.7,Nearby States,10,6+ years,Business,Low,True,False,0,1,3,Electrical Engineering,"['Electrical Engineering', 'Electrical Engineering', 'Junior Professional', 'Professional', 'Professional', 'Lead Professional']",Electrical Engineering,Junior Professional,Professional,Professional
STU_001783,18,Female,Rajasthan,Semi-Urban,<5 Lakhs,Science-PCM,70.76,69.1,State Board,Tier 2,,,,,596.0,6.2,7.5,9.1,5.3,7.1,4.1,2.1,3.1,1.9,4.3,1.4,1.1,2.2,2.6,3.6,2.1,Home State,20,6+ years,Government,Medium,True,False,50,3,0,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'ML Engineer', 'Product Manager', 'Senior Software Engineer']",Software Engineer,Data Scientist,ML Engineer,Product Manager
STU_001784,16,Male,Kerala,Semi-Urban,<5 Lakhs,Commerce,77.47,75.28,CBSE,Tier 2,,,,,,6.6,5.8,6.3,6.9,6.4,3.6,4.4,2.2,1.9,5.0,1.0,4.0,4.0,3.2,4.2,4.0,Home State,2,6+ years,Government,Low,False,True,0,1,1,BBA,"['BBA', 'Management Trainee', 'Business Analyst', 'Business Analyst', 'Senior Manager', 'Director']",Management Trainee,Business Analyst,Business Analyst,Senior Manager
STU_001785,18,Female,Kerala,Urban,5-10 Lakhs,Science-PCB,60.41,88.65,CBSE,Tier 2,,,71.93,561399.0,,9.0,7.8,6.7,7.0,5.0,5.0,3.2,1.9,3.0,3.2,1.7,3.5,3.6,2.1,2.6,3.5,Nearby States,5,6+ years,Business,Low,True,False,50,0,3,BHMS,"['BHMS', 'Entry Level', 'Entry Level', 'Entry Level', 'Entry Level', 'Lead Professional']",Entry Level,Entry Level,Entry Level,Entry Level
STU_001786,17,Female,Rajasthan,Urban,10-20 Lakhs,Science-PCM,75.48,87.06,ICSE,Tier 3,71.61,,,,,6.4,4.0,7.9,5.2,7.0,3.5,3.6,3.5,2.2,3.4,1.2,4.1,4.4,2.9,3.6,3.2,Abroad,5,4 years,Research,High,True,True,50,2,1,Electronics Engineering,"['Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Professional']",Electronics Engineering,Electronics Engineering,Professional,Professional
STU_001787,16,Male,Madhya Pradesh,Urban,<5 Lakhs,Arts,66.7,93.73,State Board,Tier 2,,,,,,1.2,8.0,6.0,5.1,6.7,4.5,1.5,4.8,3.3,3.6,3.8,3.3,3.9,3.7,2.9,4.0,Pan India,2,5 years,Business,High,False,True,10,0,0,Social Work,"['Social Work', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_001788,18,Male,Gujarat,Rural,10-20 Lakhs,Arts,72.4,79.14,State Board,Tier 1,,,,,,5.3,5.6,6.9,6.7,9.4,1.2,2.7,2.4,1.0,2.9,2.5,3.6,4.1,2.3,2.9,4.6,Pan India,15,4 years,Job,Low,True,True,0,2,2,Law (BA LLB),"['Law (BA LLB)', 'Law (BA LLB)', 'Junior Professional', 'Professional']",Law (BA LLB),Junior Professional,Professional,Professional
STU_001789,18,Female,West Bengal,Urban,<5 Lakhs,Science-PCM,60.0,80.11,CBSE,Tier 2,,,,,,5.7,3.8,7.3,7.4,4.5,3.1,3.3,3.8,1.0,3.7,1.2,1.7,3.2,2.8,3.3,3.5,Pan India,2,5 years,Job,Low,True,True,0,1,1,Electrical Engineering,"['Electrical Engineering', 'Electrical Engineering', 'Junior Professional', 'Junior Professional', 'Senior Professional']",Electrical Engineering,Junior Professional,Junior Professional,Senior Professional
STU_001790,16,Male,Tamil Nadu,Semi-Urban,>50 Lakhs,Science-PCM,91.96,67.77,State Board,Tier 2,,,,,,9.8,9.0,7.8,3.1,5.3,2.5,3.4,2.5,4.3,3.2,2.1,2.9,3.8,3.1,2.4,3.1,Nearby States,5,4 years,Job,Medium,False,True,50,0,0,Computer Science Engineering,"['Computer Science Engineering', 'Computer Science Engineering', 'Computer Science Engineering', 'Computer Science Engineering']",Computer Science Engineering,Computer Science Engineering,Computer Science Engineering,Computer Science Engineering
STU_001791,17,Female,West Bengal,Semi-Urban,<5 Lakhs,Science-PCM,69.59,86.51,State Board,Tier 2,54.42,,,,537.0,6.5,9.7,7.1,7.1,4.2,2.9,4.7,4.5,2.3,1.0,4.5,4.0,2.6,2.1,5.0,2.9,Home State,5,6+ years,Government,Low,False,True,10,0,1,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional', 'Lead Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_001792,16,Male,Bihar,Urban,5-10 Lakhs,Science-PCB,80.45,92.41,CBSE,Tier 3,,,,,695.0,5.5,8.5,6.4,8.0,3.7,3.8,3.4,4.7,1.4,2.2,3.0,3.4,5.0,3.5,3.8,4.2,Home State,2,6+ years,Job,Low,False,True,20,1,3,B.Pharm,"['B.Pharm', 'Pharmacist', 'Clinical Pharmacist', 'Senior Pharmacist', 'Senior Pharmacist', 'Director of Pharmacy']",Pharmacist,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_001793,18,Male,Rajasthan,Rural,<5 Lakhs,Commerce,76.99,82.19,State Board,Tier 2,,,,,,3.6,8.9,8.8,7.9,4.8,3.0,4.2,4.4,4.6,2.7,2.6,4.1,2.3,3.0,3.0,3.2,Nearby States,20,4 years,Government,Low,False,True,0,1,3,B.Com,"['B.Com', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_001794,16,Male,Karnataka,Urban,20-50 Lakhs,Commerce,88.25,74.05,CBSE,Tier 3,,,,,,6.4,4.0,4.5,5.9,3.8,3.7,1.3,4.6,4.5,4.2,1.7,3.7,3.0,1.3,2.5,4.2,Home State,2,4 years,Job,Low,True,True,0,1,0,CS,"['CS', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001795,17,Female,Delhi,Semi-Urban,10-20 Lakhs,Science-PCM,77.96,81.88,State Board,Tier 1,56.15,,,,511.0,6.3,3.2,6.5,5.1,7.1,3.8,5.0,3.2,1.4,1.0,1.7,3.3,4.0,2.6,2.9,3.5,Pan India,10,4 years,Job,Medium,False,True,10,2,1,B.Sc Physics,"['B.Sc Physics', 'B.Sc Physics', 'Junior Professional', 'Professional']",B.Sc Physics,Junior Professional,Professional,Professional
STU_001796,17,Female,West Bengal,Rural,5-10 Lakhs,Arts,88.11,75.75,State Board,Tier 3,,,,,349.0,6.9,4.4,6.4,7.9,4.9,4.1,3.4,2.6,4.7,3.2,4.2,2.3,3.6,4.3,3.4,5.0,Pan India,5,4 years,Job,Medium,True,True,0,5,0,BA Psychology,"['BA Psychology', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001797,16,Female,Madhya Pradesh,Rural,10-20 Lakhs,Arts,69.55,92.03,CBSE,Tier 2,,,,,,5.7,7.1,5.6,5.2,5.9,2.1,3.4,4.0,1.9,2.7,4.1,3.7,3.4,3.6,4.8,3.6,Abroad,20,5 years,Government,Low,False,False,20,0,3,Law (BA LLB),"['Law (BA LLB)', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_001798,16,Male,Delhi,Semi-Urban,10-20 Lakhs,Science-PCM,84.47,78.46,CBSE,Tier 1,,,,,345.0,5.9,10.0,5.2,4.6,4.4,4.7,2.3,5.0,3.2,4.4,2.8,2.8,3.7,4.6,3.6,3.9,Home State,15,4 years,Research,Medium,True,True,50,0,1,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_001799,18,Female,Bihar,Urban,5-10 Lakhs,Commerce,69.28,80.53,CBSE,Tier 2,,,,,605.0,7.8,9.0,7.1,4.8,3.9,1.2,4.2,3.4,2.3,1.0,1.4,1.4,4.7,3.8,2.0,4.9,Pan India,15,4 years,Job,Low,False,False,10,3,2,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001800,18,Female,Karnataka,Urban,<5 Lakhs,Commerce,67.78,90.01,State Board,Tier 1,,,,,440.0,5.2,8.0,6.2,8.1,4.5,3.7,3.4,3.1,4.5,2.6,3.5,2.9,3.5,3.6,2.4,2.9,Nearby States,2,5 years,Job,Low,False,True,10,0,0,BBA,"['BBA', 'Management Trainee', 'Business Analyst', 'Manager', 'Senior Manager']",Management Trainee,Business Analyst,Manager,Senior Manager
STU_001801,18,Male,Maharashtra,Urban,5-10 Lakhs,Science-PCB,87.17,91.9,CBSE,Tier 2,,,,,,7.5,4.0,4.5,5.7,5.6,4.6,3.7,3.4,2.6,1.2,4.0,3.1,4.0,3.4,3.4,3.5,Home State,5,5 years,Job,Medium,False,False,0,1,3,Nursing,"['Nursing', 'Nursing', 'Junior Professional', 'Professional', 'Professional']",Nursing,Junior Professional,Professional,Professional
STU_001802,16,Male,Bihar,Urban,5-10 Lakhs,Science-PCB,78.58,90.03,CBSE,Tier 2,,,67.5,650000.0,,6.7,5.7,6.6,3.6,4.9,2.4,1.0,2.0,2.9,1.0,2.7,3.6,4.4,4.9,4.0,2.3,Pan India,10,5 years,Job,Medium,False,True,0,1,2,Veterinary Science,"['Veterinary Science', 'Veterinary Science', 'Junior Professional', 'Professional', 'Senior Professional']",Veterinary Science,Junior Professional,Professional,Senior Professional
STU_001803,16,Female,Rajasthan,Rural,10-20 Lakhs,Science-PCM,67.99,66.29,State Board,Tier 1,,,,,,6.1,5.0,4.9,5.9,4.8,1.8,3.7,4.2,2.5,3.2,2.3,1.3,4.2,3.1,3.5,3.3,Pan India,2,5 years,Business,Medium,True,False,10,1,1,Civil Engineering,"['Civil Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_001804,16,Female,Maharashtra,Urban,<5 Lakhs,Science-PCM,75.86,87.06,ICSE,Tier 3,68.98,,,,,7.4,5.5,7.1,5.1,3.3,4.5,2.1,3.5,1.0,1.0,1.0,3.3,2.7,4.6,1.8,3.6,Home State,30,5 years,Job,Medium,False,True,0,2,0,Computer Science Engineering,"['Computer Science Engineering', 'Computer Science Engineering', 'Data Scientist', 'Data Scientist', 'Data Scientist']",Computer Science Engineering,Data Scientist,Data Scientist,Data Scientist
STU_001805,16,Female,Tamil Nadu,Rural,10-20 Lakhs,Science-PCM,72.61,60.0,ICSE,Tier 2,,,,,,9.2,5.8,5.8,7.6,5.4,3.9,2.6,2.7,4.8,1.1,2.1,4.6,3.2,1.7,3.9,3.4,Nearby States,30,5 years,Job,Low,False,True,20,1,0,Data Science,"['Data Science', 'Data Analyst', 'Data Scientist', 'ML Engineer', 'Senior Data Scientist']",Data Analyst,Data Scientist,ML Engineer,Senior Data Scientist
STU_001806,16,Male,Madhya Pradesh,Rural,5-10 Lakhs,Arts,60.0,88.86,ICSE,Tier 3,,,,,,6.5,4.3,4.7,1.3,4.7,3.4,3.6,1.8,4.0,2.6,3.8,3.8,3.6,3.6,2.7,3.3,Pan India,10,5 years,Business,Low,True,True,10,0,2,Social Work,"['Social Work', 'Social Work', 'Junior Professional', 'Professional', 'Professional']",Social Work,Junior Professional,Professional,Professional
STU_001807,17,Male,Uttar Pradesh,Urban,10-20 Lakhs,Science-PCM,60.18,62.05,CBSE,Tier 3,45.79,,,,,7.1,8.0,5.2,5.0,4.9,2.1,1.0,3.0,1.1,2.3,1.7,2.2,3.2,4.9,4.9,4.4,Home State,15,4 years,Business,Low,False,False,20,0,5,AI/ML Engineering,"['AI/ML Engineering', 'ML Engineer', 'AI Researcher', 'Senior ML Engineer']",ML Engineer,AI Researcher,Senior ML Engineer,Senior ML Engineer
STU_001808,16,Male,Haryana,Semi-Urban,10-20 Lakhs,Science-PCB,63.36,74.2,ICSE,Tier 1,,,,,,6.2,5.4,7.9,1.0,7.4,2.8,3.5,1.7,3.0,2.7,3.8,3.8,2.4,3.1,4.2,2.8,Home State,20,5 years,Job,Low,True,False,0,1,0,BHMS,"['BHMS', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_001809,17,Female,Andhra Pradesh,Urban,<5 Lakhs,Arts,79.42,75.44,CBSE,Tier 3,,,,,,8.2,5.3,7.6,5.6,6.2,1.5,5.0,3.5,4.1,1.0,2.9,2.8,2.7,4.5,3.4,3.4,Home State,10,4 years,Government,Medium,False,True,50,3,1,Hotel Management,"['Hotel Management', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001810,17,Male,Telangana,Rural,5-10 Lakhs,Commerce,75.57,67.72,State Board,Tier 2,,,,,559.0,4.3,4.4,7.1,5.1,8.1,5.0,3.2,4.0,3.7,2.0,1.8,1.3,4.1,2.9,2.3,3.0,Home State,5,4 years,Business,Low,False,True,0,2,0,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_001811,18,Male,Andhra Pradesh,Urban,5-10 Lakhs,Science-PCM,71.16,68.73,CBSE,Tier 3,47.15,,,,426.0,6.8,7.9,10.0,4.8,4.1,1.8,3.8,3.7,2.7,2.9,2.8,2.6,3.2,3.1,5.0,4.2,Home State,20,5 years,Job,Medium,True,False,10,1,2,Civil Engineering,"['Civil Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_001812,18,Male,Haryana,Semi-Urban,<5 Lakhs,Commerce,70.49,89.19,CBSE,Tier 1,,,,,,4.3,7.7,3.9,7.9,5.7,4.5,2.5,5.0,3.1,3.2,3.9,4.6,3.3,3.4,3.7,4.5,Home State,10,5 years,Job,Medium,True,True,20,0,2,BBA,"['BBA', 'BBA', 'Business Analyst', 'Manager', 'Manager']",BBA,Business Analyst,Manager,Manager
STU_001813,16,Male,Kerala,Semi-Urban,5-10 Lakhs,Science-PCB,63.56,77.08,CBSE,Tier 1,,,,,,6.1,7.7,3.8,3.1,4.0,5.0,2.2,4.1,3.6,2.3,3.6,1.9,3.1,1.0,3.4,2.7,Nearby States,10,5 years,Research,Low,True,False,0,3,1,B.Pharm,"['B.Pharm', 'B.Pharm', 'Clinical Pharmacist', 'Senior Pharmacist', 'Senior Pharmacist']",B.Pharm,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
